Treatment,Tub,Date,Time,DateTime,Temperature (°F),Temperature (°C)
Ambient,3,2023-02-10,21:55,2023-02-10 21:55,70.995,21.66388889
Ambient,3,2023-02-10,22:10,2023-02-10 22:10,72.718,22.62111111
Ambient,3,2023-02-10,22:25,2023-02-10 22:25,72.372,22.42888889
Ambient,3,2023-02-10,22:40,2023-02-10 22:40,71.856,22.14222222
Ambient,3,2023-02-10,22:55,2023-02-10 22:55,71.512,21.95111111
Ambient,3,2023-02-10,23:10,2023-02-10 23:10,70.995,21.66388889
Ambient,3,2023-02-10,23:25,2023-02-10 23:25,72.718,22.62111111
Ambient,3,2023-02-10,23:40,2023-02-10 23:40,72.545,22.525
Ambient,3,2023-02-10,23:55,2023-02-10 23:55,72.028,22.23777778
Ambient,3,2023-02-11,0:10,2023-02-11 00:10,71.683,22.04611111
Ambient,3,2023-02-11,0:25,2023-02-11 00:25,71.168,21.76
Ambient,3,2023-02-11,0:40,2023-02-11 00:40,71.683,22.04611111
Ambient,3,2023-02-11,0:55,2023-02-11 00:55,72.718,22.62111111
Ambient,3,2023-02-11,1:10,2023-02-11 01:10,72.199,22.33277778
Ambient,3,2023-02-11,1:25,2023-02-11 01:25,71.683,22.04611111
Ambient,3,2023-02-11,1:40,2023-02-11 01:40,71.168,21.76
Ambient,3,2023-02-11,1:55,2023-02-11 01:55,71.683,22.04611111
Ambient,3,2023-02-11,2:10,2023-02-11 02:10,72.718,22.62111111
Ambient,3,2023-02-11,2:25,2023-02-11 02:25,72.028,22.23777778
Ambient,3,2023-02-11,2:40,2023-02-11 02:40,71.512,21.95111111
Ambient,3,2023-02-11,2:55,2023-02-11 02:55,71.168,21.76
Ambient,3,2023-02-11,3:10,2023-02-11 03:10,72.372,22.42888889
Ambient,3,2023-02-11,3:25,2023-02-11 03:25,72.545,22.525
Ambient,3,2023-02-11,3:40,2023-02-11 03:40,72.028,22.23777778
Ambient,3,2023-02-11,3:55,2023-02-11 03:55,71.512,21.95111111
Ambient,3,2023-02-11,4:10,2023-02-11 04:10,70.995,21.66388889
Ambient,3,2023-02-11,4:25,2023-02-11 04:25,72.891,22.71722222
Ambient,3,2023-02-11,4:40,2023-02-11 04:40,72.372,22.42888889
Ambient,3,2023-02-11,4:55,2023-02-11 04:55,71.856,22.14222222
Ambient,3,2023-02-11,5:10,2023-02-11 05:10,71.339,21.855
Ambient,3,2023-02-11,5:25,2023-02-11 05:25,70.995,21.66388889
Ambient,3,2023-02-11,5:40,2023-02-11 05:40,72.891,22.71722222
Ambient,3,2023-02-11,5:55,2023-02-11 05:55,72.372,22.42888889
Ambient,3,2023-02-11,6:10,2023-02-11 06:10,71.856,22.14222222
Ambient,3,2023-02-11,6:25,2023-02-11 06:25,71.512,21.95111111
Ambient,3,2023-02-11,6:40,2023-02-11 06:40,70.995,21.66388889
Ambient,3,2023-02-11,6:55,2023-02-11 06:55,73.062,22.81222222
Ambient,3,2023-02-11,7:10,2023-02-11 07:10,72.545,22.525
Ambient,3,2023-02-11,7:25,2023-02-11 07:25,72.028,22.23777778
Ambient,3,2023-02-11,7:40,2023-02-11 07:40,71.512,21.95111111
Ambient,3,2023-02-11,7:55,2023-02-11 07:55,71.168,21.76
Ambient,3,2023-02-11,8:10,2023-02-11 08:10,72.028,22.23777778
Ambient,3,2023-02-11,8:25,2023-02-11 08:25,72.718,22.62111111
Ambient,3,2023-02-11,8:40,2023-02-11 08:40,72.028,22.23777778
Ambient,3,2023-02-11,8:55,2023-02-11 08:55,71.683,22.04611111
Ambient,3,2023-02-11,9:10,2023-02-11 09:10,71.168,21.76
Ambient,3,2023-02-11,9:25,2023-02-11 09:25,71.168,21.76
Ambient,3,2023-02-11,9:40,2023-02-11 09:40,72.718,22.62111111
Ambient,3,2023-02-11,9:55,2023-02-11 09:55,72.199,22.33277778
Ambient,3,2023-02-11,10:10,2023-02-11 10:10,71.856,22.14222222
Ambient,3,2023-02-11,10:25,2023-02-11 10:25,71.339,21.855
Ambient,3,2023-02-11,10:40,2023-02-11 10:40,70.995,21.66388889
Ambient,3,2023-02-11,10:55,2023-02-11 10:55,73.062,22.81222222
Ambient,3,2023-02-11,11:10,2023-02-11 11:10,72.545,22.525
Ambient,3,2023-02-11,11:25,2023-02-11 11:25,72.028,22.23777778
Ambient,3,2023-02-11,11:40,2023-02-11 11:40,71.512,21.95111111
Ambient,3,2023-02-11,11:55,2023-02-11 11:55,70.995,21.66388889
Ambient,3,2023-02-11,12:10,2023-02-11 12:10,72.718,22.62111111
Ambient,3,2023-02-11,12:25,2023-02-11 12:25,72.718,22.62111111
Ambient,3,2023-02-11,12:40,2023-02-11 12:40,72.199,22.33277778
Ambient,3,2023-02-11,12:55,2023-02-11 12:55,71.856,22.14222222
Ambient,3,2023-02-11,13:10,2023-02-11 13:10,71.512,21.95111111
Ambient,3,2023-02-11,13:25,2023-02-11 13:25,71.168,21.76
Ambient,3,2023-02-11,13:40,2023-02-11 13:40,72.028,22.23777778
Ambient,3,2023-02-11,13:55,2023-02-11 13:55,73.926,23.29222222
Ambient,3,2023-02-11,14:10,2023-02-11 14:10,73.234,22.90777778
Ambient,3,2023-02-11,14:25,2023-02-11 14:25,72.545,22.525
Ambient,3,2023-02-11,14:40,2023-02-11 14:40,72.028,22.23777778
Ambient,3,2023-02-11,14:55,2023-02-11 14:55,71.683,22.04611111
Ambient,3,2023-02-11,15:10,2023-02-11 15:10,71.339,21.855
Ambient,3,2023-02-11,15:25,2023-02-11 15:25,70.995,21.66388889
Ambient,3,2023-02-11,15:40,2023-02-11 15:40,72.372,22.42888889
Ambient,3,2023-02-11,15:55,2023-02-11 15:55,73.58,23.1
Ambient,3,2023-02-11,16:10,2023-02-11 16:10,73.062,22.81222222
Ambient,3,2023-02-11,16:25,2023-02-11 16:25,72.718,22.62111111
Ambient,3,2023-02-11,16:40,2023-02-11 16:40,72.372,22.42888889
Ambient,3,2023-02-11,16:55,2023-02-11 16:55,72.028,22.23777778
Ambient,3,2023-02-11,17:10,2023-02-11 17:10,71.683,22.04611111
Ambient,3,2023-02-11,17:25,2023-02-11 17:25,71.339,21.855
Ambient,3,2023-02-11,17:40,2023-02-11 17:40,70.995,21.66388889
Ambient,3,2023-02-11,17:55,2023-02-11 17:55,73.407,23.00388889
Ambient,3,2023-02-11,18:10,2023-02-11 18:10,73.407,23.00388889
Ambient,3,2023-02-11,18:25,2023-02-11 18:25,72.891,22.71722222
Ambient,3,2023-02-11,18:40,2023-02-11 18:40,72.545,22.525
Ambient,3,2023-02-11,18:55,2023-02-11 18:55,72.028,22.23777778
Ambient,3,2023-02-11,19:10,2023-02-11 19:10,71.512,21.95111111
Ambient,3,2023-02-11,19:25,2023-02-11 19:25,71.168,21.76
Ambient,3,2023-02-11,19:40,2023-02-11 19:40,71.339,21.855
Ambient,3,2023-02-11,19:55,2023-02-11 19:55,73.58,23.1
Ambient,3,2023-02-11,20:10,2023-02-11 20:10,73.062,22.81222222
Ambient,3,2023-02-11,20:25,2023-02-11 20:25,72.545,22.525
Ambient,3,2023-02-11,20:40,2023-02-11 20:40,72.199,22.33277778
Ambient,3,2023-02-11,20:55,2023-02-11 20:55,71.683,22.04611111
Ambient,3,2023-02-11,21:10,2023-02-11 21:10,71.339,21.855
Ambient,3,2023-02-11,21:25,2023-02-11 21:25,70.995,21.66388889
Ambient,3,2023-02-11,21:40,2023-02-11 21:40,73.58,23.1
Ambient,3,2023-02-11,21:55,2023-02-11 21:55,73.407,23.00388889
Ambient,3,2023-02-11,22:10,2023-02-11 22:10,72.718,22.62111111
Ambient,3,2023-02-11,22:25,2023-02-11 22:25,72.199,22.33277778
Ambient,3,2023-02-11,22:40,2023-02-11 22:40,71.856,22.14222222
Ambient,3,2023-02-11,22:55,2023-02-11 22:55,71.339,21.855
Ambient,3,2023-02-11,23:10,2023-02-11 23:10,70.995,21.66388889
Ambient,3,2023-02-11,23:25,2023-02-11 23:25,73.58,23.1
Ambient,3,2023-02-11,23:40,2023-02-11 23:40,73.234,22.90777778
Ambient,3,2023-02-11,23:55,2023-02-11 23:55,72.718,22.62111111
Ambient,3,2023-02-12,0:10,2023-02-12 00:10,72.199,22.33277778
Ambient,3,2023-02-12,0:25,2023-02-12 00:25,71.683,22.04611111
Ambient,3,2023-02-12,0:40,2023-02-12 00:40,71.339,21.855
Ambient,3,2023-02-12,0:55,2023-02-12 00:55,70.995,21.66388889
Ambient,3,2023-02-12,1:10,2023-02-12 01:10,73.58,23.1
Ambient,3,2023-02-12,1:25,2023-02-12 01:25,73.234,22.90777778
Ambient,3,2023-02-12,1:40,2023-02-12 01:40,72.545,22.525
Ambient,3,2023-02-12,1:55,2023-02-12 01:55,72.028,22.23777778
Ambient,3,2023-02-12,2:10,2023-02-12 02:10,71.683,22.04611111
Ambient,3,2023-02-12,2:25,2023-02-12 02:25,71.168,21.76
Ambient,3,2023-02-12,2:40,2023-02-12 02:40,71.168,21.76
Ambient,3,2023-02-12,2:55,2023-02-12 02:55,73.58,23.1
Ambient,3,2023-02-12,3:10,2023-02-12 03:10,73.234,22.90777778
Ambient,3,2023-02-12,3:25,2023-02-12 03:25,72.718,22.62111111
Ambient,3,2023-02-12,3:40,2023-02-12 03:40,72.199,22.33277778
Ambient,3,2023-02-12,3:55,2023-02-12 03:55,71.683,22.04611111
Ambient,3,2023-02-12,4:10,2023-02-12 04:10,71.168,21.76
Ambient,3,2023-02-12,4:25,2023-02-12 04:25,71.683,22.04611111
Ambient,3,2023-02-12,4:40,2023-02-12 04:40,73.58,23.1
Ambient,3,2023-02-12,4:55,2023-02-12 04:55,73.062,22.81222222
Ambient,3,2023-02-12,5:10,2023-02-12 05:10,72.545,22.525
Ambient,3,2023-02-12,5:25,2023-02-12 05:25,72.028,22.23777778
Ambient,3,2023-02-12,5:40,2023-02-12 05:40,71.512,21.95111111
Ambient,3,2023-02-12,5:55,2023-02-12 05:55,71.168,21.76
Ambient,3,2023-02-12,6:10,2023-02-12 06:10,72.028,22.23777778
Ambient,3,2023-02-12,6:25,2023-02-12 06:25,73.58,23.1
Ambient,3,2023-02-12,6:40,2023-02-12 06:40,73.234,22.90777778
Ambient,3,2023-02-12,6:55,2023-02-12 06:55,72.718,22.62111111
Ambient,3,2023-02-12,7:10,2023-02-12 07:10,72.199,22.33277778
Ambient,3,2023-02-12,7:25,2023-02-12 07:25,71.856,22.14222222
Ambient,3,2023-02-12,7:40,2023-02-12 07:40,71.339,21.855
Ambient,3,2023-02-12,7:55,2023-02-12 07:55,70.995,21.66388889
Ambient,3,2023-02-12,8:10,2023-02-12 08:10,73.062,22.81222222
Ambient,3,2023-02-12,8:25,2023-02-12 08:25,73.407,23.00388889
Ambient,3,2023-02-12,8:40,2023-02-12 08:40,73.062,22.81222222
Ambient,3,2023-02-12,8:55,2023-02-12 08:55,72.545,22.525
Ambient,3,2023-02-12,9:10,2023-02-12 09:10,72.028,22.23777778
Ambient,3,2023-02-12,9:25,2023-02-12 09:25,71.683,22.04611111
Ambient,3,2023-02-12,9:40,2023-02-12 09:40,71.339,21.855
Ambient,3,2023-02-12,9:55,2023-02-12 09:55,70.995,21.66388889
Ambient,3,2023-02-12,10:10,2023-02-12 10:10,73.407,23.00388889
Ambient,3,2023-02-12,10:25,2023-02-12 10:25,73.407,23.00388889
Ambient,3,2023-02-12,10:40,2023-02-12 10:40,72.891,22.71722222
Ambient,3,2023-02-12,10:55,2023-02-12 10:55,72.545,22.525
Ambient,3,2023-02-12,11:10,2023-02-12 11:10,72.028,22.23777778
Ambient,3,2023-02-12,11:25,2023-02-12 11:25,71.683,22.04611111
Ambient,3,2023-02-12,11:40,2023-02-12 11:40,71.168,21.76
Ambient,3,2023-02-12,11:55,2023-02-12 11:55,71.168,21.76
Ambient,3,2023-02-12,12:10,2023-02-12 12:10,73.58,23.1
Ambient,3,2023-02-12,12:25,2023-02-12 12:25,73.234,22.90777778
Ambient,3,2023-02-12,12:40,2023-02-12 12:40,72.891,22.71722222
Ambient,3,2023-02-12,12:55,2023-02-12 12:55,72.372,22.42888889
Ambient,3,2023-02-12,13:10,2023-02-12 13:10,71.856,22.14222222
Ambient,3,2023-02-12,13:25,2023-02-12 13:25,71.512,21.95111111
Ambient,3,2023-02-12,13:40,2023-02-12 13:40,71.168,21.76
Ambient,3,2023-02-12,13:55,2023-02-12 13:55,71.339,21.855
Ambient,3,2023-02-12,14:10,2023-02-12 14:10,73.58,23.1
Ambient,3,2023-02-12,14:25,2023-02-12 14:25,73.234,22.90777778
Ambient,3,2023-02-12,14:40,2023-02-12 14:40,72.891,22.71722222
Ambient,3,2023-02-12,14:55,2023-02-12 14:55,72.372,22.42888889
Ambient,3,2023-02-12,15:10,2023-02-12 15:10,72.028,22.23777778
Ambient,3,2023-02-12,15:25,2023-02-12 15:25,71.683,22.04611111
Ambient,3,2023-02-12,15:40,2023-02-12 15:40,71.339,21.855
Ambient,3,2023-02-12,15:55,2023-02-12 15:55,70.995,21.66388889
Ambient,3,2023-02-12,16:10,2023-02-12 16:10,73.407,23.00388889
Ambient,3,2023-02-12,16:25,2023-02-12 16:25,73.407,23.00388889
Ambient,3,2023-02-12,16:40,2023-02-12 16:40,73.062,22.81222222
Ambient,3,2023-02-12,16:55,2023-02-12 16:55,72.718,22.62111111
Ambient,3,2023-02-12,17:10,2023-02-12 17:10,72.372,22.42888889
Ambient,3,2023-02-12,17:25,2023-02-12 17:25,71.856,22.14222222
Ambient,3,2023-02-12,17:40,2023-02-12 17:40,71.512,21.95111111
Ambient,3,2023-02-12,17:55,2023-02-12 17:55,71.168,21.76
Ambient,3,2023-02-12,18:10,2023-02-12 18:10,70.995,21.66388889
Ambient,3,2023-02-12,18:25,2023-02-12 18:25,73.58,23.1
Ambient,3,2023-02-12,18:40,2023-02-12 18:40,73.234,22.90777778
Ambient,3,2023-02-12,18:55,2023-02-12 18:55,72.891,22.71722222
Ambient,3,2023-02-12,19:10,2023-02-12 19:10,72.372,22.42888889
Ambient,3,2023-02-12,19:25,2023-02-12 19:25,72.028,22.23777778
Ambient,3,2023-02-12,19:40,2023-02-12 19:40,71.683,22.04611111
Ambient,3,2023-02-12,19:55,2023-02-12 19:55,71.168,21.76
Ambient,3,2023-02-12,20:10,2023-02-12 20:10,70.995,21.66388889
Ambient,3,2023-02-12,20:25,2023-02-12 20:25,73.58,23.1
Ambient,3,2023-02-12,20:40,2023-02-12 20:40,73.234,22.90777778
Ambient,3,2023-02-12,20:55,2023-02-12 20:55,72.891,22.71722222
Ambient,3,2023-02-12,21:10,2023-02-12 21:10,72.545,22.525
Ambient,3,2023-02-12,21:25,2023-02-12 21:25,72.028,22.23777778
Ambient,3,2023-02-12,21:40,2023-02-12 21:40,71.683,22.04611111
Ambient,3,2023-02-12,21:55,2023-02-12 21:55,71.168,21.76
Ambient,3,2023-02-12,22:10,2023-02-12 22:10,70.995,21.66388889
Ambient,3,2023-02-12,22:25,2023-02-12 22:25,73.58,23.1
Ambient,3,2023-02-12,22:40,2023-02-12 22:40,73.234,22.90777778
Ambient,3,2023-02-12,22:55,2023-02-12 22:55,72.891,22.71722222
Ambient,3,2023-02-12,23:10,2023-02-12 23:10,72.372,22.42888889
Ambient,3,2023-02-12,23:25,2023-02-12 23:25,72.028,22.23777778
Ambient,3,2023-02-12,23:40,2023-02-12 23:40,71.512,21.95111111
Ambient,3,2023-02-12,23:55,2023-02-12 23:55,71.168,21.76
Ambient,3,2023-02-13,0:10,2023-02-13 00:10,71.339,21.855
Ambient,3,2023-02-13,0:25,2023-02-13 00:25,73.58,23.1
Ambient,3,2023-02-13,0:40,2023-02-13 00:40,73.234,22.90777778
Ambient,3,2023-02-13,0:55,2023-02-13 00:55,72.718,22.62111111
Ambient,3,2023-02-13,1:10,2023-02-13 01:10,72.199,22.33277778
Ambient,3,2023-02-13,1:25,2023-02-13 01:25,71.683,22.04611111
Ambient,3,2023-02-13,1:40,2023-02-13 01:40,71.339,21.855
Ambient,3,2023-02-13,1:55,2023-02-13 01:55,70.824,21.56888889
Ambient,3,2023-02-13,2:10,2023-02-13 02:10,73.407,23.00388889
Ambient,3,2023-02-13,2:25,2023-02-13 02:25,73.234,22.90777778
Ambient,3,2023-02-13,2:40,2023-02-13 02:40,72.891,22.71722222
Ambient,3,2023-02-13,2:55,2023-02-13 02:55,72.372,22.42888889
Ambient,3,2023-02-13,3:10,2023-02-13 03:10,71.856,22.14222222
Ambient,3,2023-02-13,3:25,2023-02-13 03:25,71.339,21.855
Ambient,3,2023-02-13,3:40,2023-02-13 03:40,70.995,21.66388889
Ambient,3,2023-02-13,3:55,2023-02-13 03:55,72.891,22.71722222
Ambient,3,2023-02-13,4:10,2023-02-13 04:10,73.407,23.00388889
Ambient,3,2023-02-13,4:25,2023-02-13 04:25,72.891,22.71722222
Ambient,3,2023-02-13,4:40,2023-02-13 04:40,72.372,22.42888889
Ambient,3,2023-02-13,4:55,2023-02-13 04:55,71.856,22.14222222
Ambient,3,2023-02-13,5:10,2023-02-13 05:10,71.339,21.855
Ambient,3,2023-02-13,5:25,2023-02-13 05:25,70.995,21.66388889
Ambient,3,2023-02-13,5:40,2023-02-13 05:40,73.062,22.81222222
Ambient,3,2023-02-13,5:55,2023-02-13 05:55,73.407,23.00388889
Ambient,3,2023-02-13,6:10,2023-02-13 06:10,72.891,22.71722222
Ambient,3,2023-02-13,6:25,2023-02-13 06:25,72.372,22.42888889
Ambient,3,2023-02-13,6:40,2023-02-13 06:40,72.028,22.23777778
Ambient,3,2023-02-13,6:55,2023-02-13 06:55,71.512,21.95111111
Ambient,3,2023-02-13,7:10,2023-02-13 07:10,71.168,21.76
Ambient,3,2023-02-13,7:25,2023-02-13 07:25,71.339,21.855
Ambient,3,2023-02-13,7:40,2023-02-13 07:40,73.58,23.1
Ambient,3,2023-02-13,7:55,2023-02-13 07:55,73.234,22.90777778
Ambient,3,2023-02-13,8:10,2023-02-13 08:10,72.718,22.62111111
Ambient,3,2023-02-13,8:25,2023-02-13 08:25,72.199,22.33277778
Ambient,3,2023-02-13,8:40,2023-02-13 08:40,71.856,22.14222222
Ambient,3,2023-02-13,8:55,2023-02-13 08:55,71.512,21.95111111
Ambient,3,2023-02-13,9:10,2023-02-13 09:10,70.995,21.66388889
Ambient,3,2023-02-13,9:25,2023-02-13 09:25,72.891,22.71722222
Ambient,3,2023-02-13,9:40,2023-02-13 09:40,73.407,23.00388889
Ambient,3,2023-02-13,9:55,2023-02-13 09:55,73.062,22.81222222
Ambient,3,2023-02-13,10:10,2023-02-13 10:10,72.718,22.62111111
Ambient,3,2023-02-13,10:25,2023-02-13 10:25,72.199,22.33277778
Ambient,3,2023-02-13,10:40,2023-02-13 10:40,71.856,22.14222222
Ambient,3,2023-02-13,10:55,2023-02-13 10:55,71.512,21.95111111
Ambient,3,2023-02-13,11:10,2023-02-13 11:10,71.168,21.76
Ambient,3,2023-02-13,11:25,2023-02-13 11:25,71.168,21.76
Ambient,3,2023-02-13,11:40,2023-02-13 11:40,73.58,23.1
Ambient,3,2023-02-13,11:55,2023-02-13 11:55,73.407,23.00388889
Ambient,3,2023-02-13,12:10,2023-02-13 12:10,72.891,22.71722222
Ambient,3,2023-02-13,12:25,2023-02-13 12:25,72.545,22.525
Ambient,3,2023-02-13,12:40,2023-02-13 12:40,72.199,22.33277778
Ambient,3,2023-02-13,12:55,2023-02-13 12:55,71.856,22.14222222
Ambient,3,2023-02-13,13:10,2023-02-13 13:10,71.512,21.95111111
Ambient,3,2023-02-13,13:25,2023-02-13 13:25,71.168,21.76
Ambient,3,2023-02-13,13:40,2023-02-13 13:40,71.168,21.76
Ambient,3,2023-02-13,13:55,2023-02-13 13:55,73.58,23.1
Ambient,3,2023-02-13,14:10,2023-02-13 14:10,73.234,22.90777778
Ambient,3,2023-02-13,14:25,2023-02-13 14:25,72.718,22.62111111
Ambient,3,2023-02-13,14:40,2023-02-13 14:40,72.199,22.33277778
Ambient,3,2023-02-13,14:55,2023-02-13 14:55,71.683,22.04611111
Ambient,3,2023-02-13,15:10,2023-02-13 15:10,71.339,21.855
Ambient,3,2023-02-13,15:25,2023-02-13 15:25,70.995,21.66388889
Ambient,3,2023-02-13,15:40,2023-02-13 15:40,73.58,23.1
Ambient,3,2023-02-13,15:55,2023-02-13 15:55,73.062,22.81222222
Ambient,3,2023-02-13,16:10,2023-02-13 16:10,72.545,22.525
Ambient,3,2023-02-13,16:25,2023-02-13 16:25,71.856,22.14222222
Ambient,3,2023-02-13,16:40,2023-02-13 16:40,71.339,21.855
Ambient,3,2023-02-13,16:55,2023-02-13 16:55,70.995,21.66388889
Ambient,3,2023-02-13,17:10,2023-02-13 17:10,73.58,23.1
Ambient,3,2023-02-13,17:25,2023-02-13 17:25,73.234,22.90777778
Ambient,3,2023-02-13,17:40,2023-02-13 17:40,72.545,22.525
Ambient,3,2023-02-13,17:55,2023-02-13 17:55,72.028,22.23777778
Ambient,3,2023-02-13,18:10,2023-02-13 18:10,71.512,21.95111111
Ambient,3,2023-02-13,18:25,2023-02-13 18:25,70.995,21.66388889
Ambient,3,2023-02-13,18:40,2023-02-13 18:40,73.234,22.90777778
Ambient,3,2023-02-13,18:55,2023-02-13 18:55,73.234,22.90777778
Ambient,3,2023-02-13,19:10,2023-02-13 19:10,72.545,22.525
Ambient,3,2023-02-13,19:25,2023-02-13 19:25,72.028,22.23777778
Ambient,3,2023-02-13,19:40,2023-02-13 19:40,71.512,21.95111111
Ambient,3,2023-02-13,19:55,2023-02-13 19:55,70.995,21.66388889
Ambient,3,2023-02-13,20:10,2023-02-13 20:10,73.58,23.1
Ambient,3,2023-02-13,20:25,2023-02-13 20:25,73.407,23.00388889
Ambient,3,2023-02-13,20:40,2023-02-13 20:40,72.718,22.62111111
Ambient,3,2023-02-13,20:55,2023-02-13 20:55,72.199,22.33277778
Ambient,3,2023-02-13,21:10,2023-02-13 21:10,71.512,21.95111111
Ambient,3,2023-02-13,21:25,2023-02-13 21:25,70.995,21.66388889
Ambient,3,2023-02-13,21:40,2023-02-13 21:40,73.062,22.81222222
Ambient,3,2023-02-13,21:55,2023-02-13 21:55,73.58,23.1
Ambient,3,2023-02-13,22:10,2023-02-13 22:10,72.891,22.71722222
Ambient,3,2023-02-13,22:25,2023-02-13 22:25,72.199,22.33277778
Ambient,3,2023-02-13,22:40,2023-02-13 22:40,71.683,22.04611111
Ambient,3,2023-02-13,22:55,2023-02-13 22:55,71.168,21.76
Ambient,3,2023-02-13,23:10,2023-02-13 23:10,71.512,21.95111111
Ambient,3,2023-02-13,23:25,2023-02-13 23:25,73.753,23.19611111
Ambient,3,2023-02-13,23:40,2023-02-13 23:40,73.234,22.90777778
Ambient,3,2023-02-13,23:55,2023-02-13 23:55,72.545,22.525
Ambient,3,2023-02-14,0:10,2023-02-14 00:10,72.028,22.23777778
Ambient,3,2023-02-14,0:25,2023-02-14 00:25,71.512,21.95111111
Ambient,3,2023-02-14,0:40,2023-02-14 00:40,70.995,21.66388889
Ambient,3,2023-02-14,0:55,2023-02-14 00:55,73.062,22.81222222
Ambient,3,2023-02-14,1:10,2023-02-14 01:10,73.58,23.1
Ambient,3,2023-02-14,1:25,2023-02-14 01:25,72.891,22.71722222
Ambient,3,2023-02-14,1:40,2023-02-14 01:40,72.372,22.42888889
Ambient,3,2023-02-14,1:55,2023-02-14 01:55,71.856,22.14222222
Ambient,3,2023-02-14,2:10,2023-02-14 02:10,71.339,21.855
Ambient,3,2023-02-14,2:25,2023-02-14 02:25,70.995,21.66388889
Ambient,3,2023-02-14,2:40,2023-02-14 02:40,73.58,23.1
Ambient,3,2023-02-14,2:55,2023-02-14 02:55,73.407,23.00388889
Ambient,3,2023-02-14,3:10,2023-02-14 03:10,72.718,22.62111111
Ambient,3,2023-02-14,3:25,2023-02-14 03:25,72.199,22.33277778
Ambient,3,2023-02-14,3:40,2023-02-14 03:40,71.683,22.04611111
Ambient,3,2023-02-14,3:55,2023-02-14 03:55,71.168,21.76
Ambient,3,2023-02-14,4:10,2023-02-14 04:10,71.856,22.14222222
Ambient,3,2023-02-14,4:25,2023-02-14 04:25,73.58,23.1
Ambient,3,2023-02-14,4:40,2023-02-14 04:40,73.062,22.81222222
Ambient,3,2023-02-14,4:55,2023-02-14 04:55,72.545,22.525
Ambient,3,2023-02-14,5:10,2023-02-14 05:10,71.856,22.14222222
Ambient,3,2023-02-14,5:25,2023-02-14 05:25,71.339,21.855
Ambient,3,2023-02-14,5:40,2023-02-14 05:40,70.995,21.66388889
Ambient,3,2023-02-14,5:55,2023-02-14 05:55,73.753,23.19611111
Ambient,3,2023-02-14,6:10,2023-02-14 06:10,73.407,23.00388889
Ambient,3,2023-02-14,6:25,2023-02-14 06:25,72.891,22.71722222
Ambient,3,2023-02-14,6:40,2023-02-14 06:40,72.372,22.42888889
Ambient,3,2023-02-14,6:55,2023-02-14 06:55,71.856,22.14222222
Ambient,3,2023-02-14,7:10,2023-02-14 07:10,71.339,21.855
Ambient,3,2023-02-14,7:25,2023-02-14 07:25,70.995,21.66388889
Ambient,3,2023-02-14,7:40,2023-02-14 07:40,73.58,23.1
Ambient,3,2023-02-14,7:55,2023-02-14 07:55,73.58,23.1
Ambient,3,2023-02-14,8:10,2023-02-14 08:10,72.891,22.71722222
Ambient,3,2023-02-14,8:25,2023-02-14 08:25,72.372,22.42888889
Ambient,3,2023-02-14,8:40,2023-02-14 08:40,72.028,22.23777778
Ambient,3,2023-02-14,8:55,2023-02-14 08:55,71.512,21.95111111
Ambient,3,2023-02-14,9:10,2023-02-14 09:10,70.824,21.56888889
Ambient,3,2023-02-14,9:25,2023-02-14 09:25,73.58,23.1
Ambient,3,2023-02-14,9:40,2023-02-14 09:40,72.891,22.71722222
Ambient,3,2023-02-14,9:55,2023-02-14 09:55,72.372,22.42888889
Ambient,3,2023-02-14,10:10,2023-02-14 10:10,72.028,22.23777778
Ambient,3,2023-02-14,10:25,2023-02-14 10:25,71.512,21.95111111
Ambient,3,2023-02-14,10:40,2023-02-14 10:40,71.168,21.76
Ambient,3,2023-02-14,10:55,2023-02-14 10:55,72.199,22.33277778
Ambient,3,2023-02-14,11:10,2023-02-14 11:10,73.407,23.00388889
Ambient,3,2023-02-14,11:25,2023-02-14 11:25,72.891,22.71722222
Ambient,3,2023-02-14,11:40,2023-02-14 11:40,72.545,22.525
Ambient,3,2023-02-14,11:55,2023-02-14 11:55,72.199,22.33277778
Ambient,3,2023-02-14,12:10,2023-02-14 12:10,71.856,22.14222222
Ambient,3,2023-02-14,12:25,2023-02-14 12:25,71.339,21.855
Ambient,3,2023-02-14,12:40,2023-02-14 12:40,71.168,21.76
Ambient,3,2023-02-14,12:55,2023-02-14 12:55,71.856,22.14222222
Ambient,3,2023-02-14,13:10,2023-02-14 13:10,73.407,23.00388889
Ambient,3,2023-02-14,13:25,2023-02-14 13:25,73.062,22.81222222
Ambient,3,2023-02-14,13:40,2023-02-14 13:40,72.718,22.62111111
Ambient,3,2023-02-14,13:55,2023-02-14 13:55,72.199,22.33277778
Ambient,3,2023-02-14,14:10,2023-02-14 14:10,71.856,22.14222222
Ambient,3,2023-02-14,14:25,2023-02-14 14:25,71.683,22.04611111
Ambient,3,2023-02-14,14:40,2023-02-14 14:40,71.339,21.855
Ambient,3,2023-02-14,14:55,2023-02-14 14:55,70.995,21.66388889
Ambient,3,2023-02-14,15:10,2023-02-14 15:10,72.199,22.33277778
Ambient,3,2023-02-14,15:25,2023-02-14 15:25,73.58,23.1
Ambient,3,2023-02-14,15:40,2023-02-14 15:40,73.234,22.90777778
Ambient,3,2023-02-14,15:55,2023-02-14 15:55,72.891,22.71722222
Ambient,3,2023-02-14,16:10,2023-02-14 16:10,72.545,22.525
Ambient,3,2023-02-14,16:25,2023-02-14 16:25,72.199,22.33277778
